"name","parent_id","level_code","property_cost_method"
"هواپیما های خدماتی ویژه","181","2","قیمت استاندارد"
"هواپیما های تحقیقاتی","181","3","قیمت استاندارد"
"هواپیما های ترابری","181","1","قیمت استاندارد"
"هواپیما های خدماتی ویژه","181","2","قیمت استاندارد"
"هواپیما های تحقیقاتی","181","3","قیمت استاندارد"
"هلی کوپتر ها","182","1","قیمت استاندارد"
"اتو جایرو ها","182","2","قیمت استاندارد"
"بالن ها","183","1","قیمت استاندارد"
"کشتی های هوایی","183","2","قیمت استاندارد"
"با موتور","184","1","قیمت استاندارد"
"بدون موتور","184","2","قیمت استاندارد"
"با موتور","184","1","قیمت استاندارد"
"بدون موتور","184","2","قیمت استاندارد"
"تجهیزات کنترل ترافیک","187","1","قیمت استاندارد"
"تجهیزات فرودگاهی ( غیر از کنترل ترافیک )","187","2","قیمت استاندارد"
"تجهیزات تست و تعمیر فرودگاهی","187","8","قیمت استاندارد"
"ملحقات و متعلقات تجهیزات فرودگاهی و تست و تعمیر پرنده ها","187","9","قیمت استاندارد"
"تجهیزات کنترل ترافیک","187","1","قیمت استاندارد"
"تجهیزات فرودگاهی ( غیر از کنترل ترافیک )","187","2","قیمت استاندارد"
"تجهیزات تست و تعمیر فرودگاهی","187","8","قیمت استاندارد"
"ملحقات و متعلقات تجهیزات فرودگاهی و تست و تعمیر پرنده ها","187","9","قیمت استاندارد"
"متعلقات و ملحقات وسایل مشترک نقلیه هوایی","189","9","قیمت استاندارد"
"شناور های اقیانوس پیما","191","1","قیمت استاندارد"
"شناور های رودخانه و ساحل پیما","191","2","قیمت استاندارد"
"شناور های سبک","191","3","قیمت استاندارد"
"شناور های زیر سطحی","191","4","قیمت استاندارد"
"متعلقات و ملحقات شناورها","191","8","قیمت استاندارد"
"تجهیزات نفتی","192","1","قیمت استاندارد"
"تجهیزات راهنما","192","2","قیمت استاندارد"
"تجهیزات ارتباطی","192","3","قیمت استاندارد"
"تجهیزات پهلوگیری، تخلیه و بار گیری شناورها","193","1","قیمت استاندارد"
"تجهیزات ناوبری دریایی","193","2","قیمت استاندارد"
"ماشین آلات خاص تعمیر و نگهداری حمل و نقل دریایی","194","1","قیمت استاندارد"
"تجهیزات تعمیر و نگهداری حمل و نقل دریایی","194","2","قیمت استاندارد"
"ابزارآلات خاص تعمیر و نگهداری حمل و نقل دریایی","194","3","قیمت استاندارد"
"مواد خاص تعمیر و نگهداری حمل و نقل دریایی","194","4","قیمت استاندارد"
"ماشین آلات آزمایشگاهی دریایی","195","1","قیمت استاندارد"
"تجهیزات آزمایشگاهی دریایی","195","2","قیمت استاندارد"
"ابزار آلات آزمایشگاهی دریایی","195","3","قیمت استاندارد"
"ملزومات آزمایشگاهی دریایی","195","4","قیمت استاندارد"
"لباس های ویژه نظامی و شبه نظامی","201","1","قیمت استاندارد"
"ملزومات انفرادی","201","2","قیمت استاندارد"
"ملزومات و تجهیزات ویژه","201","3","قیمت استاندارد"
"ملزومات و تجهیزات گروهی","201","4","قیمت استاندارد"
"پوشش ها و وسایل استتار","201","5","قیمت استاندارد"
"ملزومات و تجهیزات آموزشی","201","6","قیمت استاندارد"
"تجهیزات و ابزارآلات تست و تعمیر کارگاهی ملزومات انفرادی و گروهی","201","8","قیمت استاندارد"
"ملحقات و متعلقات ملزومات انفرادی و گروهی","201","9","قیمت استاندارد"
"مهمات سلاح های سبک","202","1","قیمت استاندارد"
"مهمات خمپاره انداز ها و سلاح های بدون عقب نشینی","202","2","قیمت استاندارد"
"مهمات تانک ها و توپخانه","202","3","قیمت استاندارد"
"مهمات راکت انداز ها","202","4","قیمت استاندارد"
"بمب ها و اژدر ها","202","5","قیمت استاندارد"
"مین ها و نارنجک ها","202","6","قیمت استاندارد"
"مهمات کاذب و علامت دهنده","202","7","قیمت استاندارد"
"ملزومات تخریب ، کشف و خنثی سازی مهمات _ تجهیزات و ابزارآلات تست و تعمیر مهمات","202","8","قیمت استاندارد"
"ملحقات و متعلقات مهمات","202","9","قیمت استاندارد"
"سلاح های انفرادی","203","1","قیمت استاندارد"
"سلاح های خدمه دار","203","2","قیمت استاندارد"
"توپ ها ، راکت انداز ها و پرتاب کننده های زمین پایه","203","3","قیمت استاندارد"
"توپ ها ، راکت انداز ها و پرتاب کننده های شناور ها","203","4","قیمت استاندارد"
"توپ ها ، راکت انداز ها و پرتاب کننده های پرنده ها","203","5","قیمت استاندارد"
"تجهیزات و ابزارآلات تست و تعمیر کارگاهی جنگ افزار ها","203","8","قیمت استاندارد"
"ملحقات و متعلقات جنگ افزار ها","203","9","قیمت استاندارد"
"تجهیزات زرهی و خودرویی","204","1","قیمت استاندارد"
